Order_ID,Customer_ID,Restaurant_ID,Order_Date,City_x,Order_Value,Payment_Method,Rating,Delivery_Time(min),Restaurant_Name,Cuisine,Avg_Price,City_y,Partner_Since,Name,Age,Gender,City,Member_Since
O1564,C571,R271,2023-12-20,Pune,391.04,Credit Card,2,53,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Vedika Yohannan,52,F,Bangalore,2024-08-13
O1565,C353,R208,2023-08-19,Chennai,862.69,Debit Card,2,34,Mohanlal's Diner,Indian,687,Delhi,2022-07-05,Sahil Bhagat,39,M,Chennai,2023-02-14
O1566,C368,R309,2023-06-21,Delhi,1482.24,COD,1,21,Shray's Eatery,Indian,331,Mumbai,2020-01-01,Mannat Swamy,34,F,Mumbai,2021-05-19
O1567,C870,R293,2023-04-10,Hyderabad,1208.83,COD,4,41,Renee's Bistro,Italian,699,Mumbai,2023-05-02,Charvi Wable,19,M,Bangalore,2022-02-01
O1568,C824,R316,2024-02-17,Delhi,1490.71,COD,5,21,Riya's Diner,Chinese,668,Pune,2022-01-29,Anahita Suri,42,M,Chennai,2023-02-16
O1569,C794,R282,2023-04-08,Hyderabad,1455.62,UPI,2,16,Nishith's Café,Indian,423,Bangalore,2022-06-08,Navya Sule,31,F,Pune,2022-02-27
O1570,C438,R279,2024-02-12,Delhi,785.36,UPI,1,57,Manjari's Eatery,American,648,Bangalore,2020-03-02,Lavanya Dass,47,F,Pune,2022-12-02
O1571,C113,R348,2024-03-12,Chennai,1074.93,Credit Card,3,47,Saanvi's Café,Thai,631,Hyderabad,2021-10-06,Divij Gupta,19,F,Mumbai,2023-06-26
O1572,C175,R299,2023-03-10,Delhi,254.62,UPI,4,35,Yashvi's Eatery,Italian,408,Bangalore,2022-10-21,Chirag Gara,18,F,Mumbai,2022-12-03
O1573,C363,R239,2023-05-06,Chennai,717.61,Net Banking,2,43,Advika's Bistro,Thai,435,Chennai,2024-02-07,Abram Vala,50,F,Chennai,2024-05-01
O1574,C115,R302,2023-02-21,Chennai,1232.63,Debit Card,3,46,Reyansh's Eatery,Indian,636,Pune,2023-01-05,Lavanya Deo,47,M,Delhi,2023-06-21
O1575,C116,R261,2024-06-14,Pune,807.47,Debit Card,2,59,Anvi's Diner,Chinese,714,Pune,2023-01-03,Samiha Karpe,19,M,Chennai,2022-02-12
O1576,C838,R268,2024-06-15,Chennai,1083.78,Debit Card,5,26,Shlok's Eatery,Italian,480,Bangalore,2022-03-25,Shray Lad,20,F,Delhi,2024-04-19
O1577,C680,R341,2024-03-10,Mumbai,1144.05,Debit Card,5,27,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Sahil Kashyap,22,F,Mumbai,2023-07-05
O1578,C361,R308,2023-04-18,Delhi,454.86,COD,4,53,Vivaan's Kitchen,Mexican,300,Pune,2022-11-12,Nitara Goyal,50,M,Mumbai,2021-03-24
O1579,C205,R203,2023-12-14,Bangalore,1325.98,COD,3,58,Keya's Kitchen,Mexican,577,Bangalore,2023-11-10,Indrans Chandran,22,F,Hyderabad,2021-04-05
O1580,C523,R271,2023-06-06,Bangalore,743.75,Net Banking,5,54,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Mahika Suresh,27,M,Bangalore,2021-08-16
O1581,C104,R216,2024-08-02,Bangalore,394.26,Credit Card,1,17,Kavya's Café,Mexican,721,Bangalore,2021-09-21,Aniruddh Batra,36,F,Pune,2023-06-21
O1582,C856,R313,2023-02-16,Mumbai,1311.58,UPI,4,53,Riaan's Bistro,Chinese,735,Delhi,2021-07-19,Anahi Chaudry,21,F,Chennai,2023-09-25
O1583,C450,R284,2023-08-30,Chennai,684.95,UPI,2,22,Ivana's Café,Indian,672,Chennai,2022-04-07,Tara Maharaj,18,F,Delhi,2024-08-06
O1584,C435,R256,2024-04-16,Delhi,1150.44,COD,3,16,Ela's Eatery,Mexican,243,Hyderabad,2022-08-07,Purab Krishna,52,M,Mumbai,2022-01-31
O1585,C423,R306,2023-04-02,Hyderabad,867.25,Debit Card,3,20,Inaaya 's Café,Chinese,269,Hyderabad,2021-03-16,Riaan Babu,39,F,Pune,2024-01-16
O1586,C170,R247,2023-03-11,Hyderabad,634.62,Net Banking,1,55,Damini's Kitchen,American,740,Delhi,2022-05-08,Lakshit Madan,18,M,Delhi,2024-07-14
O1587,C624,R316,2024-01-27,Pune,1233.83,Credit Card,5,29,Riya's Diner,Chinese,668,Pune,2022-01-29,Jivin Virk,42,M,Chennai,2023-02-15
O1588,C699,R230,2024-04-24,Mumbai,918.26,COD,3,26,Hunar's Grill,American,238,Pune,2020-05-19,Shamik Baria,34,F,Pune,2021-09-06
O1589,C663,R311,2024-06-21,Delhi,646.79,Net Banking,1,55,Zaina's Grill,American,331,Chennai,2023-05-21,Sahil Sharma,44,M,Delhi,2021-05-16
O1590,C212,R246,2023-08-11,Chennai,253.44,Net Banking,1,46,Zain's Kitchen,American,665,Pune,2020-01-10,Pari Venkataraman,43,F,Bangalore,2024-06-09
O1591,C575,R333,2024-01-02,Bangalore,1353.62,COD,2,20,Mannat's Bistro,American,735,Hyderabad,2021-12-30,Nitara Verma,53,F,Pune,2021-05-17
O1592,C569,R307,2023-07-11,Mumbai,149.66,Net Banking,1,41,Vaibhav's Café,American,410,Bangalore,2022-04-30,Khushi Chokshi,33,M,Bangalore,2023-03-23
O1593,C805,R271,2024-01-19,Mumbai,1308.46,Debit Card,4,27,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Saksham Sachar,25,M,Delhi,2023-05-26
O1594,C414,R270,2024-08-12,Delhi,603.95,Net Banking,3,37,Sumer's Grill,Mexican,428,Mumbai,2021-09-22,Khushi Kala,40,F,Bangalore,2023-04-05
O1595,C412,R307,2023-07-20,Chennai,995.07,Credit Card,4,24,Vaibhav's Café,American,410,Bangalore,2022-04-30,Urvi Lal,31,F,Bangalore,2024-07-19
O1596,C603,R252,2024-03-14,Pune,1391.08,Net Banking,1,28,Samiha's Eatery,American,761,Hyderabad,2023-02-21,Indrans Sankar,24,F,Mumbai,2023-09-12
O1597,C619,R341,2024-09-19,Chennai,312.39,UPI,1,17,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Jhanvi Sinha,25,M,Hyderabad,2023-08-21
O1598,C494,R215,2023-03-23,Pune,893.73,Net Banking,4,26,Urvi's Diner,American,722,Chennai,2020-03-16,Hrishita Badami,33,M,Pune,2022-01-13
O1599,C474,R315,2023-10-19,Pune,1170.21,COD,2,39,Reyansh's Bistro,American,353,Hyderabad,2021-02-12,Khushi Mann,43,F,Bangalore,2022-02-02
O1600,C511,R272,2024-02-12,Bangalore,1160.62,UPI,1,15,Trisha's Eatery,Chinese,335,Chennai,2021-10-23,Parinaaz Mahajan,46,M,Pune,2023-03-15
O1601,C803,R273,2023-02-05,Bangalore,835.88,COD,4,46,Saira's Bistro,Indian,561,Bangalore,2022-01-10,Tarini Barad,53,F,Bangalore,2022-03-09
O1602,C489,R280,2024-06-21,Delhi,974.64,Credit Card,4,38,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Dhanuk Keer,18,F,Bangalore,2022-02-19
O1603,C858,R211,2023-09-28,Chennai,1160.54,Debit Card,3,56,Anika's Diner,Indian,550,Chennai,2021-03-13,Saanvi Dutta,28,M,Hyderabad,2021-04-02
O1604,C516,R327,2024-03-25,Pune,1277.44,Credit Card,2,23,Purab's Grill,Chinese,420,Pune,2023-05-07,Anya Bera,52,F,Mumbai,2021-07-16
O1605,C862,R269,2023-03-31,Delhi,1166.54,UPI,5,15,Inaaya 's Bistro,Mexican,327,Chennai,2022-07-01,Gatik Deol,26,F,Mumbai,2022-11-17
O1606,C783,R346,2024-03-12,Pune,595.61,Debit Card,4,56,Zain's Grill,Indian,316,Mumbai,2021-11-22,Yasmin Lad,22,M,Pune,2022-05-22
O1607,C402,R240,2023-01-04,Mumbai,1495.42,Net Banking,3,53,Saksham's Grill,Thai,402,Mumbai,2020-09-03,Kaira Dhar,52,M,Delhi,2022-05-01
O1608,C803,R258,2023-03-16,Hyderabad,708.3,UPI,5,24,Jhanvi's Eatery,Chinese,477,Hyderabad,2022-11-21,Tarini Barad,53,F,Bangalore,2022-03-09
O1609,C193,R288,2024-10-08,Hyderabad,134.25,Debit Card,3,58,Trisha's Eatery,Italian,430,Bangalore,2020-05-12,Heer Kapur,41,M,Pune,2024-08-04
O1610,C844,R223,2024-02-03,Pune,607.66,COD,3,57,Jayan's Eatery,Thai,371,Mumbai,2023-10-14,Kiara Mannan,36,M,Hyderabad,2023-07-07
O1611,C617,R343,2024-05-09,Delhi,278.9,Debit Card,2,55,Mehul's Eatery,Italian,275,Mumbai,2020-09-24,Farhan Singh,37,M,Bangalore,2024-07-31
O1612,C154,R279,2023-07-27,Bangalore,270.02,COD,1,44,Manjari's Eatery,American,648,Bangalore,2020-03-02,Indranil Karan,27,F,Hyderabad,2021-03-17
O1613,C634,R333,2024-08-29,Chennai,494.15,COD,2,19,Mannat's Bistro,American,735,Hyderabad,2021-12-30,Pari Baria,52,M,Pune,2022-11-06
O1614,C879,R331,2023-12-18,Pune,174.73,Debit Card,5,18,Hiran's Café,Chinese,254,Delhi,2020-10-07,Tarini Jaggi,32,M,Delhi,2022-01-29
O1615,C170,R291,2023-10-08,Pune,1063.92,Credit Card,2,59,Lakshay's Bistro,Indian,212,Chennai,2021-07-23,Lakshit Madan,18,M,Delhi,2024-07-14
O1616,C558,R291,2023-02-09,Chennai,203.58,Credit Card,1,22,Lakshay's Bistro,Indian,212,Chennai,2021-07-23,Madhav Kapadia,36,F,Bangalore,2021-03-07
O1617,C712,R280,2023-05-04,Bangalore,384.61,COD,2,30,Anya's Kitchen,Italian,303,Hyderabad,2022-01-07,Nitara Ganguly,31,F,Chennai,2023-12-11
O1618,C764,R341,2024-03-16,Pune,230.06,UPI,2,15,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Trisha Mannan,30,F,Pune,2024-10-12
O1619,C450,R270,2023-11-29,Mumbai,188.43,Debit Card,2,29,Sumer's Grill,Mexican,428,Mumbai,2021-09-22,Tara Maharaj,18,F,Delhi,2024-08-06
O1620,C267,R264,2023-04-06,Bangalore,474.85,UPI,4,38,Saksham's Bistro,American,612,Pune,2021-12-09,Jayesh Mannan,19,F,Mumbai,2024-08-30
O1621,C135,R251,2024-10-11,Mumbai,900.66,Credit Card,4,29,Sara's Diner,American,482,Hyderabad,2020-06-06,Priyansh Bali,26,M,Bangalore,2021-03-12
O1622,C576,R229,2024-08-08,Hyderabad,1450.56,UPI,2,20,Vaibhav's Kitchen,Thai,421,Pune,2022-04-21,Hansh Amble,40,F,Chennai,2023-10-18
O1623,C484,R298,2024-01-14,Chennai,1325.78,Net Banking,1,16,Jhanvi's Diner,Chinese,211,Hyderabad,2022-12-29,Damini Rajagopal,51,F,Hyderabad,2022-12-16
O1624,C861,R297,2024-02-19,Bangalore,1326.31,Net Banking,1,19,Stuvan's Kitchen,Mexican,765,Mumbai,2020-10-23,Samar Dara,41,F,Delhi,2021-04-06
O1625,C161,R241,2023-09-04,Bangalore,346.49,Credit Card,1,53,Aaina's Bistro,American,455,Delhi,2021-04-16,Kismat Edwin,40,M,Delhi,2023-12-20
O1626,C668,R338,2024-07-25,Delhi,470.87,UPI,1,55,Badal's Café,Thai,259,Mumbai,2023-04-01,Samiha Tank,30,M,Chennai,2024-03-12
O1627,C120,R226,2024-07-16,Delhi,206.95,Debit Card,3,48,Saira's Eatery,Chinese,312,Mumbai,2020-12-03,Azad Sahota,39,M,Mumbai,2022-06-12
O1628,C241,R271,2023-11-12,Chennai,1189.86,Credit Card,2,53,Parinaaz's Café,Italian,310,Chennai,2022-12-04,Jhanvi Agrawal,20,M,Pune,2022-10-27
O1629,C485,R217,2023-09-08,Bangalore,197.74,Net Banking,2,46,Kashvi's Eatery,Mexican,472,Bangalore,2022-10-13,Divyansh Vohra,48,F,Pune,2022-01-04
O1630,C486,R276,2024-09-19,Hyderabad,879.37,Credit Card,3,43,Zaina's Eatery,American,328,Mumbai,2021-01-05,Divyansh Lall,27,M,Bangalore,2021-03-06
O1631,C669,R244,2024-03-25,Pune,447.03,UPI,1,43,Prisha's Bistro,American,544,Hyderabad,2023-01-18,Miraan Behl,45,M,Bangalore,2022-12-13
O1632,C835,R314,2023-07-20,Chennai,440.82,UPI,5,38,Arnav's Grill,Indian,426,Bangalore,2020-08-13,Gatik Lad,42,F,Chennai,2022-01-23
O1633,C626,R286,2024-10-05,Chennai,1487.02,UPI,5,45,Mamooty's Café,Indian,604,Bangalore,2023-06-15,Darshit Bobal,23,F,Mumbai,2022-05-04
O1634,C864,R339,2023-09-19,Delhi,1159.49,COD,3,38,Oorja's Bistro,Mexican,518,Pune,2021-08-07,Badal Dhillon,48,F,Delhi,2022-03-02
O1635,C815,R291,2023-12-04,Hyderabad,1271.72,UPI,5,29,Lakshay's Bistro,Indian,212,Chennai,2021-07-23,Zoya Sanghvi,19,F,Pune,2022-07-15
O1636,C579,R221,2024-02-10,Chennai,900.78,Net Banking,4,26,Keya's Kitchen,American,323,Bangalore,2020-12-22,Jayant Deo,48,F,Hyderabad,2023-04-22
O1637,C783,R291,2024-04-13,Hyderabad,1319.42,Net Banking,2,34,Lakshay's Bistro,Indian,212,Chennai,2021-07-23,Yasmin Lad,22,M,Pune,2022-05-22
O1638,C630,R276,2023-05-27,Chennai,1003.69,COD,5,18,Zaina's Eatery,American,328,Mumbai,2021-01-05,Sahil Sen,38,M,Chennai,2021-01-09
O1639,C174,R224,2024-03-13,Delhi,1424.64,Net Banking,4,27,Eshani's Grill,American,487,Pune,2023-01-19,Fateh Dasgupta,41,M,Delhi,2023-12-28
O1640,C704,R307,2023-05-15,Pune,493.87,Net Banking,2,55,Vaibhav's Café,American,410,Bangalore,2022-04-30,Gokul Sampath,40,F,Pune,2024-06-17
O1641,C183,R334,2023-09-27,Delhi,933.45,Credit Card,4,58,Seher's Diner,American,361,Bangalore,2022-11-29,Samaira Wadhwa,50,M,Delhi,2023-02-04
O1642,C584,R308,2024-07-15,Chennai,1066.18,UPI,2,24,Vivaan's Kitchen,Mexican,300,Pune,2022-11-12,Alisha Krishnamurthy,28,F,Delhi,2024-10-19
O1643,C678,R333,2023-10-08,Hyderabad,650.11,Credit Card,2,55,Mannat's Bistro,American,735,Hyderabad,2021-12-30,Yashvi Devan,27,M,Hyderabad,2022-08-15
O1644,C166,R223,2023-06-08,Mumbai,1331.59,Credit Card,5,37,Jayan's Eatery,Thai,371,Mumbai,2023-10-14,Darshit Sidhu,43,F,Hyderabad,2021-12-28
O1645,C292,R218,2023-08-29,Delhi,1471.72,Net Banking,3,21,Manikya's Grill,Mexican,601,Delhi,2020-07-26,Divij Tank,20,F,Delhi,2024-04-05
O1646,C838,R282,2024-09-17,Hyderabad,791.28,Debit Card,5,26,Nishith's Café,Indian,423,Bangalore,2022-06-08,Shray Lad,20,F,Delhi,2024-04-19
O1647,C601,R314,2023-02-18,Delhi,646.9,UPI,1,29,Arnav's Grill,Indian,426,Bangalore,2020-08-13,Saksham Kala,39,M,Chennai,2024-10-28
O1648,C305,R208,2023-03-23,Chennai,760.71,Debit Card,4,21,Mohanlal's Diner,Indian,687,Delhi,2022-07-05,Gatik Kari,47,M,Mumbai,2024-09-07
O1649,C671,R311,2023-12-01,Hyderabad,1293.83,Net Banking,1,22,Zaina's Grill,American,331,Chennai,2023-05-21,Lavanya Bose,30,F,Delhi,2024-02-17
O1650,C586,R301,2024-10-04,Pune,1003.66,COD,2,21,Raghav's Eatery,Thai,617,Bangalore,2022-08-28,Amira Rout,29,M,Hyderabad,2021-10-16
O1651,C515,R247,2023-06-04,Hyderabad,162.68,Credit Card,5,57,Damini's Kitchen,American,740,Delhi,2022-05-08,Romil Chaudhary,19,M,Hyderabad,2021-05-10
O1652,C881,R268,2024-03-13,Bangalore,859.04,Net Banking,1,18,Shlok's Eatery,Italian,480,Bangalore,2022-03-25,Jiya Mand,25,F,Bangalore,2021-06-14
O1653,C668,R318,2024-04-20,Mumbai,124.22,Net Banking,1,21,Shray's Diner,Indian,401,Bangalore,2023-04-21,Samiha Tank,30,M,Chennai,2024-03-12
O1654,C414,R244,2023-03-10,Chennai,1189.95,Debit Card,1,59,Prisha's Bistro,American,544,Hyderabad,2023-01-18,Khushi Kala,40,F,Bangalore,2023-04-05
O1655,C749,R324,2024-09-07,Hyderabad,559.64,COD,2,55,Lakshit's Eatery,Mexican,318,Pune,2021-04-16,Navya Sundaram,47,M,Hyderabad,2024-09-19
O1656,C816,R213,2024-02-24,Chennai,760.81,Credit Card,2,44,Neysa's Eatery,Mexican,487,Mumbai,2023-03-21,Nitya Ghose,43,M,Hyderabad,2022-12-23
O1657,C200,R333,2023-12-10,Delhi,1218.15,COD,2,32,Mannat's Bistro,American,735,Hyderabad,2021-12-30,Anya Chhabra,52,F,Chennai,2022-04-01
O1658,C265,R334,2023-07-15,Delhi,165.03,COD,1,44,Seher's Diner,American,361,Bangalore,2022-11-29,Parinaaz Upadhyay,18,F,Hyderabad,2022-05-03
O1659,C278,R236,2023-01-30,Hyderabad,321.96,COD,4,21,Faiyaz's Eatery,Thai,501,Chennai,2022-04-10,Dishani Dubey,23,F,Chennai,2022-02-22
O1660,C672,R252,2023-10-16,Bangalore,657.14,UPI,5,37,Samiha's Eatery,American,761,Hyderabad,2023-02-21,Jayesh Som,52,F,Chennai,2022-10-02
O1661,C591,R217,2024-02-13,Hyderabad,421.9,COD,5,51,Kashvi's Eatery,Mexican,472,Bangalore,2022-10-13,Samarth Ramanathan,30,M,Mumbai,2022-04-18
O1662,C603,R237,2023-09-14,Pune,573.06,Net Banking,2,21,Kanav's Diner,Chinese,559,Chennai,2023-07-04,Indrans Sankar,24,F,Mumbai,2023-09-12
O1663,C859,R328,2023-08-24,Bangalore,1497.44,UPI,1,52,Jhanvi's Diner,Chinese,725,Hyderabad,2021-02-07,Yakshit Bhattacharyya,47,M,Mumbai,2022-06-12
O1664,C733,R243,2023-01-31,Chennai,1255.58,UPI,4,43,Zain's Grill,Italian,434,Delhi,2022-09-13,Anay Johal,32,F,Delhi,2021-02-06
O1665,C201,R246,2024-05-29,Hyderabad,1337.46,COD,3,48,Zain's Kitchen,American,665,Pune,2020-01-10,Biju Butala,54,M,Hyderabad,2023-01-06
O1666,C390,R234,2023-10-02,Chennai,1411.88,Net Banking,2,53,Kaira's Bistro,Thai,348,Mumbai,2022-05-11,Mehul Bhasin,49,F,Pune,2023-08-21
O1667,C467,R259,2023-07-13,Mumbai,577.31,Credit Card,3,55,Shaan's Café,Indian,620,Bangalore,2020-08-09,Zeeshan Tiwari,45,M,Hyderabad,2021-09-29
O1668,C428,R289,2023-06-09,Bangalore,515.91,COD,5,59,Reyansh's Diner,Mexican,265,Chennai,2023-11-23,Aarna Bhandari,50,F,Chennai,2022-09-17
O1669,C655,R251,2023-01-30,Hyderabad,427.69,UPI,5,32,Sara's Diner,American,482,Hyderabad,2020-06-06,Rhea Reddy,45,M,Mumbai,2021-10-09
O1670,C824,R207,2023-04-30,Mumbai,1262.16,Credit Card,4,57,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Anahita Suri,42,M,Chennai,2023-02-16
O1671,C355,R306,2024-04-11,Hyderabad,1051.37,Credit Card,4,39,Inaaya 's Café,Chinese,269,Hyderabad,2021-03-16,Vivaan Sehgal,25,M,Delhi,2024-10-11
O1672,C556,R330,2023-10-22,Pune,430.64,UPI,3,41,Purab's Grill,Chinese,535,Delhi,2020-07-31,Ayesha Randhawa,39,M,Mumbai,2022-09-18
O1673,C742,R341,2023-07-12,Delhi,627.79,Credit Card,5,41,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Alia Randhawa,47,F,Hyderabad,2023-09-30
O1674,C451,R295,2023-11-02,Chennai,809.4,Net Banking,4,26,Samar's Grill,Mexican,433,Chennai,2020-09-07,Amani Basu,51,M,Chennai,2023-04-29
O1675,C239,R225,2024-09-15,Hyderabad,839.4,Net Banking,4,37,Mohanlal's Diner,Chinese,634,Hyderabad,2020-08-23,Navya Deep,44,M,Mumbai,2023-04-12
O1676,C496,R310,2024-04-13,Bangalore,1344.22,COD,5,31,Trisha's Kitchen,American,580,Delhi,2023-05-14,Manikya Shenoy,45,M,Hyderabad,2024-05-02
O1677,C156,R322,2024-01-30,Hyderabad,632.79,COD,5,58,Siya's Diner,Italian,219,Pune,2020-08-27,Damini Singh,31,F,Mumbai,2024-01-30
O1678,C860,R250,2024-09-20,Hyderabad,1371.93,Credit Card,1,21,Anaya's Café,American,635,Delhi,2023-04-16,Drishya Mand,48,M,Bangalore,2021-12-28
O1679,C173,R322,2023-01-05,Hyderabad,717.91,UPI,4,38,Siya's Diner,Italian,219,Pune,2020-08-27,Advika Yogi,26,F,Delhi,2021-04-23
O1680,C469,R204,2023-12-06,Hyderabad,1144.92,Net Banking,3,21,Ryan's Bistro,Thai,318,Mumbai,2020-04-16,Ishita Bora,47,M,Hyderabad,2022-01-23
O1681,C539,R276,2023-05-22,Bangalore,1402.36,Debit Card,2,43,Zaina's Eatery,American,328,Mumbai,2021-01-05,Zaina Mallick,52,F,Delhi,2022-08-03
O1682,C888,R200,2023-04-04,Bangalore,1370.61,COD,2,42,Pari's Grill,Chinese,789,Mumbai,2022-01-31,Ivana Goswami,37,F,Bangalore,2021-03-07
O1683,C237,R210,2023-05-24,Hyderabad,179.73,Net Banking,5,37,Kimaya's Diner,Mexican,359,Bangalore,2023-06-23,Raghav Bains,50,M,Pune,2022-03-06
O1684,C196,R207,2024-03-01,Delhi,387.99,Credit Card,3,24,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Ahana  Swamy,39,M,Chennai,2021-03-30
O1685,C107,R231,2024-02-21,Hyderabad,767.67,Net Banking,1,30,Pihu's Diner,American,696,Delhi,2022-03-07,Madhup Kapur,28,F,Delhi,2022-10-30
O1686,C229,R227,2023-01-22,Chennai,704.18,Net Banking,4,57,Miraya's Eatery,Mexican,321,Bangalore,2023-01-30,Nitara Ben,23,F,Bangalore,2022-08-26
O1687,C268,R330,2024-06-29,Chennai,997.25,Credit Card,1,48,Purab's Grill,Chinese,535,Delhi,2020-07-31,Armaan Bhagat,43,F,Delhi,2021-08-19
O1688,C615,R327,2023-08-09,Bangalore,1422.59,COD,3,39,Purab's Grill,Chinese,420,Pune,2023-05-07,Mamooty Vaidya,30,F,Pune,2021-11-25
O1689,C282,R261,2023-09-02,Chennai,257.37,COD,1,16,Anvi's Diner,Chinese,714,Pune,2023-01-03,Parinaaz Shere,50,F,Mumbai,2023-09-26
O1690,C119,R226,2024-09-03,Chennai,732.6,Debit Card,5,19,Saira's Eatery,Chinese,312,Mumbai,2020-12-03,Kashvi Char,29,M,Mumbai,2022-03-04
O1691,C778,R244,2024-05-06,Pune,369.38,Debit Card,2,28,Prisha's Bistro,American,544,Hyderabad,2023-01-18,Gatik Sura,44,M,Chennai,2023-08-06
O1692,C404,R304,2024-04-01,Hyderabad,1351.75,COD,5,45,Kaira's Grill,Mexican,219,Delhi,2022-03-24,Kabir Bal,41,M,Chennai,2022-10-05
O1693,C395,R291,2024-06-11,Hyderabad,1450.41,COD,4,54,Lakshay's Bistro,Indian,212,Chennai,2021-07-23,Ritvik Comar,19,M,Pune,2022-07-03
O1694,C352,R224,2024-06-06,Hyderabad,770.18,COD,5,20,Eshani's Grill,American,487,Pune,2023-01-19,Vanya Tank,39,F,Pune,2023-05-02
O1695,C879,R243,2024-06-15,Hyderabad,245.61,COD,3,42,Zain's Grill,Italian,434,Delhi,2022-09-13,Tarini Jaggi,32,M,Delhi,2022-01-29
O1696,C240,R341,2023-04-21,Mumbai,1199.41,Net Banking,3,23,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Seher Kant,30,F,Chennai,2022-06-27
O1697,C826,R335,2024-10-05,Hyderabad,1076.0,Debit Card,4,20,Khushi's Café,Thai,793,Mumbai,2023-01-30,Chirag Dubey,45,M,Delhi,2023-10-16
O1698,C734,R341,2023-10-19,Bangalore,596.54,Credit Card,4,31,Mamooty's Kitchen,Indian,605,Bangalore,2023-10-24,Vivaan Krishnamurthy,54,F,Hyderabad,2022-12-28
O1699,C173,R279,2024-10-10,Bangalore,1342.37,UPI,2,54,Manjari's Eatery,American,648,Bangalore,2020-03-02,Advika Yogi,26,F,Delhi,2021-04-23
O1700,C890,R281,2023-10-09,Mumbai,1466.16,Credit Card,1,49,Kartik's Grill,American,682,Chennai,2022-07-12,Damini Bahri,37,F,Chennai,2024-06-18
O1701,C327,R334,2023-08-08,Hyderabad,881.0,UPI,2,26,Seher's Diner,American,361,Bangalore,2022-11-29,Aaina Luthra,53,F,Bangalore,2024-06-10
O1702,C184,R287,2023-01-19,Delhi,892.02,Net Banking,5,59,Rohan's Bistro,Indian,501,Delhi,2022-09-24,Nirvaan Srinivasan,22,M,Chennai,2023-02-13
O1703,C781,R326,2024-07-27,Hyderabad,516.52,Debit Card,1,32,Heer's Bistro,Mexican,715,Delhi,2021-04-05,Shayak Chander,36,F,Bangalore,2022-10-28
O1704,C681,R254,2024-05-19,Bangalore,918.31,UPI,4,57,Renee's Diner,American,606,Bangalore,2023-05-25,Armaan Balakrishnan,50,M,Chennai,2023-02-06
O1705,C601,R340,2023-03-31,Pune,715.5,COD,3,48,Eva's Bistro,Indian,410,Hyderabad,2023-11-17,Saksham Kala,39,M,Chennai,2024-10-28
O1706,C229,R255,2024-03-27,Chennai,523.07,Net Banking,5,15,Hiran's Bistro,American,287,Mumbai,2021-12-15,Nitara Ben,23,F,Bangalore,2022-08-26
O1707,C501,R214,2023-07-09,Pune,194.06,UPI,2,29,Vardaniya's Grill,Mexican,425,Mumbai,2021-10-17,Taimur Grover,29,F,Hyderabad,2022-03-23
O1708,C738,R257,2023-02-14,Delhi,453.79,COD,4,32,Lakshay's Café,Indian,660,Pune,2022-03-21,Vritika Bora,28,M,Delhi,2021-04-29
O1709,C353,R287,2023-09-24,Hyderabad,377.0,Net Banking,1,36,Rohan's Bistro,Indian,501,Delhi,2022-09-24,Sahil Bhagat,39,M,Chennai,2023-02-14
O1710,C363,R296,2023-04-03,Mumbai,858.86,UPI,1,32,Anvi's Eatery,American,513,Bangalore,2022-07-02,Abram Vala,50,F,Chennai,2024-05-01
O1711,C102,R343,2023-04-15,Hyderabad,942.34,COD,3,15,Mehul's Eatery,Italian,275,Mumbai,2020-09-24,Sara Behl,25,F,Delhi,2024-09-03
O1712,C243,R207,2024-07-19,Delhi,952.0,Debit Card,4,34,Prisha's Kitchen,Mexican,348,Delhi,2021-06-03,Inaaya  Badami,25,F,Pune,2021-01-28
O1713,C809,R239,2023-01-11,Delhi,643.45,Net Banking,4,50,Advika's Bistro,Thai,435,Chennai,2024-02-07,Prerak Soman,31,M,Mumbai,2023-05-10
O1714,C470,R213,2023-03-10,Chennai,689.72,UPI,5,52,Neysa's Eatery,Mexican,487,Mumbai,2023-03-21,Kanav Ram,22,M,Bangalore,2021-06-04
O1715,C888,R252,2023-05-08,Delhi,1267.93,COD,5,39,Samiha's Eatery,American,761,Hyderabad,2023-02-21,Ivana Goswami,37,F,Bangalore,2021-03-07
O1716,C428,R326,2024-04-06,Pune,766.73,Debit Card,1,30,Heer's Bistro,Mexican,715,Delhi,2021-04-05,Aarna Bhandari,50,F,Chennai,2022-09-17
O1717,C687,R279,2023-06-08,Chennai,1482.88,COD,2,34,Manjari's Eatery,American,648,Bangalore,2020-03-02,Damini Borra,43,M,Pune,2021-09-08
O1718,C332,R314,2023-04-28,Hyderabad,715.46,Debit Card,1,52,Arnav's Grill,Indian,426,Bangalore,2020-08-13,Gokul Rastogi,42,M,Mumbai,2024-10-28
